CustomerKey,DateKey,ProductKey,Invoice,Quantity,UnitPrice,Revenue,is_cancelled
299,12573,2,C515994,-1,29.95,-29.95,Yes
,8346,2,C507123,-1,29.95,-29.95,Yes
5589,22184,2,C535432,-1,29.95,-29.95,Yes
5028,17146,2,C524940,-1,29.95,-29.95,Yes
3729,27515,2,C546664,-1,29.95,-29.95,Yes
1459,40445,2,C573092,-40,0.72,-28.8,Yes
2356,37229,2,C566467,-32,0.85,-27.2,Yes
4223,13120,2,C517068,-30,0.85,-25.5,Yes
4223,13120,2,C517068,-30,0.85,-25.5,Yes
376,18203,2,C526912,-1,24.95,-24.95,Yes
2729,24429,2,C540366,-30,0.72,-21.6,Yes
4586,5240,2,C501036,-2,8.5,-17,Yes
2356,37229,2,C566467,-20,0.85,-17,Yes
4223,13116,2,C517063,-20,0.85,-17,Yes
4223,13116,2,C517063,-20,0.85,-17,Yes
2602,19654,2,C530065,-10,1.65,-16.5,Yes
273,39410,2,C570867,-2,7.95,-15.9,Yes
2602,19654,2,C530065,-2,7.95,-15.9,Yes
103,15499,2,C521818,-2,7.95,-15.9,Yes
781,39097,2,C570221,-18,0.85,-15.3,Yes
2356,37229,2,C566467,-14,0.85,-11.9,Yes
781,39097,2,C570221,-13,0.85,-11.05,Yes
2476,38102,2,C568232,-10,0.85,-8.5,Yes
4450,18920,2,C528389,-1,8.5,-8.5,Yes
1156,11327,2,C513504,-10,0.85,-8.5,Yes
3713,13745,2,C518255,-10,0.85,-8.5,Yes
4462,41868,2,C575963,-2,4.25,-8.5,Yes
672,13958,2,C518669,-10,0.85,-8.5,Yes
282,28466,2,C548564,-1,7.95,-7.95,Yes
138,41410,2,C575064,-1,7.95,-7.95,Yes
1393,26069,2,C543792,-1,7.95,-7.95,Yes
1717,42914,2,C578124,-1,7.95,-7.95,Yes
4666,31305,2,C554373,-2,3.75,-7.5,Yes
3362,13263,2,C517349,-1,6.35,-6.35,Yes
4423,14990,2,C520725,-1,6.35,-6.35,Yes
2476,38102,2,C568232,-7,0.85,-5.95,Yes
2476,38102,2,C568232,-6,0.85,-5.1,Yes
2266,9176,2,C509015,-6,0.85,-5.1,Yes
546,42713,2,C577750,-6,0.85,-5.1,Yes
5281,35641,2,C563207,-1,4.25,-4.25,Yes
4061,43320,2,C579140,-1,4.25,-4.25,Yes
737,29200,2,C550181,-5,0.85,-4.25,Yes
4218,23055,2,C537383,-1,4.25,-4.25,Yes
5509,35405,2,C562773,-1,4.25,-4.25,Yes
3733,21917,2,C534837,-1,4.25,-4.25,Yes
,35021,2,C561966,-1,4.13,-4.13,Yes
4030,37066,2,C566205,-4,0.85,-3.4,Yes
2057,12562,2,C515982,-4,0.85,-3.4,Yes
2057,1018,2,C491414,-4,0.85,-3.4,Yes
2348,38389,2,C568879,-4,0.72,-2.88,Yes
138,13327,2,C517470,-3,0.85,-2.55,Yes
299,31916,2,C555600,-3,0.85,-2.55,Yes
2057,1018,2,C491414,-3,0.85,-2.55,Yes
1466,8979,2,C508499,-3,0.72,-2.16,Yes
3248,11369,2,C513588,-1,2.1,-2.1,Yes
2493,16843,2,C524331,-1,2.1,-2.1,Yes
1404,28013,2,C547661,-2,0.85,-1.7,Yes
5509,7147,2,C504763,-2,0.85,-1.7,Yes
5719,3474,2,C497070,-2,0.85,-1.7,Yes
5509,22650,2,C536543,-2,0.85,-1.7,Yes
3995,6132,2,C502766,-2,0.85,-1.7,Yes
138,11455,2,C513749,-2,0.85,-1.7,Yes
2348,23719,2,C538833,-2,0.85,-1.7,Yes
5925,4646,2,C499786,-2,0.85,-1.7,Yes
5509,29868,2,C551551,-2,0.85,-1.7,Yes
2348,15361,2,C521472,-2,0.85,-1.7,Yes
5509,4030,2,C498358,-1,1.65,-1.65,Yes
,10572,2,C511953,-1,1.65,-1.65,Yes
2057,25231,2,C542092,-2,0.72,-1.44,Yes
256,31763,2,C555366,-2,0.72,-1.44,Yes
2979,20521,2,C532031,-2,0.72,-1.44,Yes
2057,43676,2,C579926,-2,0.72,-1.44,Yes
3649,14362,2,C519504,-1,0.85,-0.85,Yes
535,41883,2,C575980,-1,0.85,-0.85,Yes
1856,36322,2,C564545,-1,0.85,-0.85,Yes
1466,12639,2,C516149,-1,0.85,-0.85,Yes
4296,35090,2,C562117,-1,0.85,-0.85,Yes
4465,18749,2,C528075,-1,0.85,-0.85,Yes
2979,14588,2,C519893,-1,0.85,-0.85,Yes
2673,24547,2,C540535,-1,0.85,-0.85,Yes
3818,27656,2,C546904,-1,0.85,-0.85,Yes
1650,4325,2,C499037,-1,0.85,-0.85,Yes
2673,32498,2,C556888,-1,0.85,-0.85,Yes
450,16528,2,C523772,-1,0.85,-0.85,Yes
138,11455,2,C513749,-1,0.85,-0.85,Yes
372,29635,2,C551018,-1,0.85,-0.85,Yes
5509,41125,2,C574524,-1,0.85,-0.85,Yes
5509,40873,2,C574010,-1,0.85,-0.85,Yes
344,651,2,C490701,-1,0.85,-0.85,Yes
1232,17745,2,C525982,-1,0.85,-0.85,Yes
450,16528,2,C523772,-1,0.85,-0.85,Yes
138,11455,2,C513749,-1,0.85,-0.85,Yes
1650,2588,2,C495032,-1,0.85,-0.85,Yes
577,18154,2,C526844,-1,0.85,-0.85,Yes
5891,10017,2,C510809,-1,0.85,-0.85,Yes
2057,33878,2,C559666,-1,0.85,-0.85,Yes
1466,14670,2,C520053,-1,0.72,-0.72,Yes
5179,13600,2,C517959,-1,0.72,-0.72,Yes
421,26903,2,C545446,-1,0.72,-0.72,Yes
5509,9505,2,C509650,-1,0.72,-0.72,Yes
2979,35070,2,C562097,-1,0.72,-0.72,Yes
1267,16897,2,C524392,-1,0.72,-0.72,Yes
5179,8813,2,C508186,-1,0.72,-0.72,Yes
1466,39034,2,C570099,-1,0.72,-0.72,Yes
421,29632,2,C551015,-1,0.72,-0.72,Yes
,18783,2,528116,1,0,0,No
,13516,2,517814,2,0,0,No
,27684,2,546933,1,0,0,No
,24235,2,539856,3,0,0,No
,23126,2,537534,5,0,0,No
,30836,2,553521,1,0,0,No
75,2067,2,493899,10,0,0,No
,26780,2,545176,2,0,0,No
,14954,2,520681,1,0,0,No
,27684,2,546933,1,0,0,No
,21492,2,534006,1,0,0,No
76,2067,2,493899,10,0,0,No
,8632,2,507649,1,0,0,No
,16260,2,523311,1,0,0,No
,24235,2,539856,1,0,0,No
,24418,2,540355,1,0,0,No
,17144,2,524938,1,0,0,No
,24235,2,539856,3,0,0,No
,11290,2,513450,2,0,0,No
,17144,2,524938,1,0,0,No
,24235,2,539856,2,0,0,No
,24235,2,539856,1,0,0,No
5277,24859,2,541265,1,0.85,0.85,No
4217,39192,2,570442,1,0.85,0.85,No
5509,237,2,489875,1,0.85,0.85,No
4042,15750,2,522281,1,0.85,0.85,No
2621,18448,2,527376,1,0.85,0.85,No
4217,14499,2,519730,1,0.85,0.85,No
4060,18974,2,528470,1,0.85,0.85,No
1746,29706,2,551197,1,0.85,0.85,No
3717,21607,2,534221,1,0.85,0.85,No
1827,23524,2,538374,1,0.85,0.85,No
2354,18916,2,528384,1,0.85,0.85,No
4217,40231,2,572669,1,0.85,0.85,No
3528,17210,2,525016,1,0.85,0.85,No
3242,22795,2,536796,1,0.85,0.85,No
2372,42589,2,577495,1,0.85,0.85,No
,10778,2,512399,1,0.85,0.85,No
4432,39024,2,570088,1,0.85,0.85,No
5509,29316,2,550359,1,0.85,0.85,No
1827,31878,2,555558,1,0.85,0.85,No
1872,204,2,489822,1,0.85,0.85,No
2251,32000,2,555841,1,0.85,0.85,No
4059,19954,2,530796,1,0.85,0.85,No
416,20089,2,531115,1,0.85,0.85,No
2274,2231,2,494267,1,0.85,0.85,No
3675,30225,2,552290,1,0.85,0.85,No
2372,42589,2,577495,1,0.85,0.85,No
4450,23788,2,538951,1,0.85,0.85,No
4916,35548,2,563022,1,0.85,0.85,No
5709,6254,2,502920,1,0.85,0.85,No
5764,16473,2,523659,1,0.85,0.85,No
5951,29591,2,550957,1,0.85,0.85,No
1440,29152,2,550106,1,0.85,0.85,No
5951,34065,2,560025,1,0.85,0.85,No
5509,25464,2,542612,1,0.85,0.85,No
4217,42733,2,577782,1,0.85,0.85,No
1252,13355,2,517514,1,0.85,0.85,No
2546,7199,2,504876,1,0.85,0.85,No
1440,41175,2,574657,1,0.85,0.85,No
450,16858,2,524346,1,0.85,0.85,No
5509,33607,2,559068,1,0.85,0.85,No
5951,43565,2,579673,1,0.85,0.85,No
4462,34104,2,560105,1,0.85,0.85,No
4719,8133,2,506711,1,0.85,0.85,No
2126,21897,2,534812,1,0.85,0.85,No
2251,33164,2,558194,1,0.85,0.85,No
2193,14194,2,519192,1,0.85,0.85,No
5045,3228,2,496441,1,0.85,0.85,No
5509,34243,2,560368,1,0.85,0.85,No
5509,35411,2,562779,1,0.85,0.85,No
4217,14499,2,519730,1,0.85,0.85,No
5014,21445,2,533948,1,0.85,0.85,No
3652,5821,2,502104,1,0.85,0.85,No
2167,27045,2,545685,1,0.85,0.85,No
3909,21557,2,534164,1,0.85,0.85,No
3242,22795,2,536796,1,0.85,0.85,No
5509,36862,2,565766,1,0.85,0.85,No
1269,10593,2,511990,1,0.85,0.85,No
5014,21445,2,533948,1,0.85,0.85,No
3675,38550,2,569220,1,0.85,0.85,No
4042,38709,2,569533,1,0.85,0.85,No
1739,42622,2,577535,1,0.85,0.85,No
5509,1709,2,492784,1,0.85,0.85,No
1266,8510,2,507395,1,0.85,0.85,No
5951,29591,2,550957,1,0.85,0.85,No
4060,9660,2,510072,1,0.85,0.85,No
4916,14220,2,519218,1,0.85,0.85,No
3939,23956,2,539290,1,0.85,0.85,No
5509,43130,2,578678,1,0.85,0.85,No
5509,26316,2,544311,1,0.85,0.85,No
3024,21939,2,534865,1,0.85,0.85,No
4042,15750,2,522281,1,0.85,0.85,No
4916,35548,2,563022,1,0.85,0.85,No
2398,36202,2,564315,1,0.85,0.85,No
2114,21322,2,533592,1,0.85,0.85,No
503,1247,2,491811,1,0.85,0.85,No
4217,41431,2,575087,1,0.85,0.85,No
5509,3217,2,496427,1,0.85,0.85,No
5764,16473,2,523659,1,0.85,0.85,No
4983,19669,2,530085,1,0.85,0.85,No
5951,43565,2,579673,1,0.85,0.85,No
5257,4941,2,500336,1,0.85,0.85,No
4217,17748,2,526028,1,0.85,0.85,No
2274,2231,2,494267,1,0.85,0.85,No
4989,8679,2,507735,1,0.85,0.85,No
2126,21897,2,534812,1,0.85,0.85,No
5509,40696,2,573496,1,0.85,0.85,No
3675,21548,2,534154,1,0.85,0.85,No
898,29669,2,551152,1,0.85,0.85,No
5509,36401,2,564733,1,0.85,0.85,No
4450,23788,2,538951,1,0.85,0.85,No
5509,29873,2,551558,1,0.85,0.85,No
5509,34243,2,560368,1,0.85,0.85,No
5509,37147,2,566296,1,0.85,0.85,No
3675,38550,2,569220,1,0.85,0.85,No
,10778,2,512399,1,0.85,0.85,No
1404,28011,2,547658,1,0.85,0.85,No
,1489,2,492420,1,0.85,0.85,No
2692,22179,2,535426,1,0.85,0.85,No
4462,6054,2,502624,1,0.85,0.85,No
5509,35261,2,562460,1,0.85,0.85,No
4450,11373,2,513594,1,0.85,0.85,No
2372,42589,2,577495,1,0.85,0.85,No
303,20656,2,532306,1,0.85,0.85,No
,11226,2,513333,1,0.85,0.85,No
1229,20199,2,531362,1,0.85,0.85,No
3387,14048,2,518857,1,0.85,0.85,No
3420,35729,2,563376,1,0.85,0.85,No
5509,2792,2,495510,1,0.85,0.85,No
,9506,2,509656,1,0.85,0.85,No
5509,28412,2,548492,1,0.85,0.85,No
5951,41691,2,575668,1,0.85,0.85,No
5622,26300,2,544293,1,0.85,0.85,No
1440,19968,2,530818,1,0.85,0.85,No
5047,43336,2,579161,1,0.85,0.85,No
2979,3456,2,497025,1,0.85,0.85,No
2119,31591,2,554986,1,0.85,0.85,No
3333,19082,2,528741,1,0.85,0.85,No
5509,15752,2,522284,1,0.85,0.85,No
2192,29280,2,550322,1,0.85,0.85,No
4445,5481,2,501529,1,0.85,0.85,No
3468,36221,2,564335,1,0.85,0.85,No
5951,26750,2,545079,1,0.85,0.85,No
5253,16185,2,523149,1,0.85,0.85,No
1827,23524,2,538374,1,0.85,0.85,No
5509,39366,2,570818,1,0.85,0.85,No
898,8091,2,506609,1,0.85,0.85,No
5509,35261,2,562460,1,0.85,0.85,No
2314,777,2,490964,1,0.85,0.85,No
5951,33046,2,557956,1,0.85,0.85,No
4432,35273,2,562519,1,0.85,0.85,No
5774,14542,2,519819,1,0.85,0.85,No
5509,36401,2,564733,1,0.85,0.85,No
594,1266,2,491833,1,0.85,0.85,No
2979,29813,2,551440,1,0.85,0.85,No
5951,41691,2,575668,1,0.85,0.85,No
4217,18487,2,527420,1,0.85,0.85,No
4008,10138,2,511070,1,0.85,0.85,No
4462,6054,2,502624,1,0.85,0.85,No
1712,34184,2,560260,1,0.85,0.85,No
4916,14220,2,519218,1,0.85,0.85,No
5774,2373,2,494586,1,0.85,0.85,No
5045,3228,2,496441,1,0.85,0.85,No
5444,1463,2,492376,1,0.85,0.85,No
4432,37480,2,566962,1,0.85,0.85,No
3248,13823,2,518381,1,0.85,0.85,No
416,20089,2,531115,1,0.85,0.85,No
2251,33164,2,558194,1,0.85,0.85,No
5509,35129,2,562161,1,0.85,0.85,No
5509,35261,2,562460,1,0.85,0.85,No
4462,37148,2,566297,1,0.85,0.85,No
2398,38785,2,569670,1,0.85,0.85,No
4217,17256,2,525070,1,0.85,0.85,No
4217,17748,2,526028,1,0.85,0.85,No
2314,32750,2,557328,1,0.85,0.85,No
4432,34365,2,560601,1,0.85,0.85,No
5047,43336,2,579161,1,0.85,0.85,No
416,27368,2,546381,1,0.85,0.85,No
,30122,2,552063,1,0.85,0.85,No
1827,33995,2,559894,1,0.85,0.85,No
3635,22061,2,535271,1,0.85,0.85,No
1724,43080,2,578510,1,0.85,0.85,No
2177,11193,2,513280,1,0.85,0.85,No
4591,14965,2,520697,1,0.85,0.85,No
5509,24290,2,540021,1,0.85,0.85,No
5045,3228,2,496441,1,0.85,0.85,No
2979,23919,2,539247,1,0.85,0.85,No
5509,38336,2,568712,1,0.85,0.85,No
4060,9660,2,510072,1,0.85,0.85,No
5893,14180,2,519173,1,0.85,0.85,No
3717,21607,2,534221,1,0.85,0.85,No
5509,36571,2,565141,1,0.85,0.85,No
2979,31407,2,554644,1,0.85,0.85,No
5622,26300,2,544293,1,0.85,0.85,No
2979,29813,2,551440,1,0.85,0.85,No
2702,8693,2,507838,1,0.85,0.85,No
4465,18791,2,528126,1,0.85,0.85,No
4983,19669,2,530085,1,0.85,0.85,No
5951,25127,2,541854,1,0.85,0.85,No
4038,29824,2,551471,1,0.85,0.85,No
3675,38550,2,569220,1,0.85,0.85,No
5588,41851,2,575943,1,0.85,0.85,No
898,5598,2,501700,1,0.85,0.85,No
5951,41691,2,575668,1,0.85,0.85,No
1827,23524,2,538374,1,0.85,0.85,No
2251,32000,2,555841,1,0.85,0.85,No
5622,26300,2,544293,1,0.85,0.85,No
3789,39459,2,571039,1,0.85,0.85,No
3675,38550,2,569220,1,0.85,0.85,No
5774,24805,2,541205,1,0.85,0.85,No
5629,1852,2,493302,1,0.85,0.85,No
3717,21607,2,534221,1,0.85,0.85,No
4450,23788,2,538951,1,0.85,0.85,No
3242,22795,2,536796,1,0.85,0.85,No
1404,28011,2,547658,1,0.85,0.85,No
1223,10780,2,512401,1,0.85,0.85,No
4395,20813,2,532577,1,0.85,0.85,No
4927,16171,2,523127,1,0.85,0.85,No
3464,30199,2,552259,1,0.85,0.85,No
5793,31160,2,554083,1,0.85,0.85,No
2979,20513,2,532020,1,0.85,0.85,No
5509,34929,2,561773,1,0.85,0.85,No
1827,286,2,490017,1,0.85,0.85,No
2634,19744,2,530297,1,0.85,0.85,No
5951,33046,2,557956,1,0.85,0.85,No
2259,43087,2,578519,1,0.85,0.85,No
2979,2967,2,495921,1,0.85,0.85,No
5951,29591,2,550957,1,0.85,0.85,No
5509,27727,2,547019,1,0.85,0.85,No
2369,15937,2,522723,1,0.85,0.85,No
4736,17945,2,526416,1,0.85,0.85,No
4603,18260,2,527054,1,0.85,0.85,No
5509,24550,2,540538,1,0.85,0.85,No
,33320,2,558485,1,0.85,0.85,No
1827,33995,2,559894,1,0.85,0.85,No
303,13207,2,517252,1,0.85,0.85,No
5509,31645,2,555110,1,0.85,0.85,No
5509,2210,2,494218,1,0.85,0.85,No
943,5491,2,501539,1,0.85,0.85,No
5509,34929,2,561773,1,0.85,0.85,No
3528,17210,2,525016,1,0.85,0.85,No
5509,36108,2,564141,1,0.85,0.85,No
4217,41431,2,575087,1,0.85,0.85,No
,12686,2,516199,1,0.85,0.85,No
5951,43565,2,579673,1,0.85,0.85,No
3909,34575,2,561025,1,0.85,0.85,No
4599,34168,2,560244,1,0.85,0.85,No
5509,38563,2,569234,1,0.85,0.85,No
4604,21439,2,533904,1,0.85,0.85,No
4450,23333,2,537955,1,0.85,0.85,No
898,8091,2,506609,1,0.85,0.85,No
1116,37698,2,567474,1,0.85,0.85,No
1440,19968,2,530818,1,0.85,0.85,No
2177,11193,2,513280,1,0.85,0.85,No
5509,24290,2,540021,1,0.85,0.85,No
5509,28670,2,549014,1,0.85,0.85,No
5951,29591,2,550957,1,0.85,0.85,No
5667,40929,2,574077,1,0.85,0.85,No
2050,20936,2,532821,1,0.85,0.85,No
2939,40156,2,572475,1,0.85,0.85,No
1637,12952,2,516774,1,0.85,0.85,No
2398,38785,2,569670,1,0.85,0.85,No
4217,12948,2,516770,1,0.85,0.85,No
2114,21322,2,533592,1,0.85,0.85,No
3675,38550,2,569220,1,0.85,0.85,No
5253,16185,2,523149,1,0.85,0.85,No
5014,21445,2,533948,1,0.85,0.85,No
1269,10593,2,511990,1,0.85,0.85,No
4388,22301,2,535799,1,0.85,0.85,No
5047,43336,2,579161,1,0.85,0.85,No
535,16108,2,522982,1,0.85,0.85,No
1827,22057,2,535266,1,0.85,0.85,No
2979,2250,2,494338,1,0.85,0.85,No
2078,36991,2,566053,1,0.85,0.85,No
5951,41691,2,575668,1,0.85,0.85,No
1266,8510,2,507395,1,0.85,0.85,No
5764,16473,2,523659,1,0.85,0.85,No
3675,32302,2,556474,1,0.85,0.85,No
5509,33175,2,558232,1,0.85,0.85,No
2124,34989,2,561894,1,0.85,0.85,No
4217,39192,2,570442,1,0.85,0.85,No
4217,12948,2,516770,1,0.85,0.85,No
3997,16394,2,523539,1,0.85,0.85,No
5509,33175,2,558232,1,0.85,0.85,No
4911,33483,2,558863,1,0.85,0.85,No
5509,34243,2,560368,1,0.85,0.85,No
2314,777,2,490964,1,0.85,0.85,No
5951,25127,2,541854,1,0.85,0.85,No
2209,25384,2,542401,1,0.85,0.85,No
3675,32302,2,556474,1,0.85,0.85,No
1440,41175,2,574657,1,0.85,0.85,No
5951,24413,2,540350,1,0.85,0.85,No
5509,2792,2,495510,1,0.85,0.85,No
2348,26355,2,544392,1,0.85,0.85,No
2352,30220,2,552285,1,0.85,0.85,No
898,20934,2,532819,1,0.85,0.85,No
1627,26979,2,545574,1,0.85,0.85,No
,15629,2,522057,1,0.85,0.85,No
3675,30225,2,552290,1,0.85,0.85,No
5509,33496,2,558877,1,0.85,0.85,No
4584,42195,2,576686,1,0.85,0.85,No
5701,38817,2,569714,1,0.85,0.85,No
2259,43087,2,578519,1,0.85,0.85,No
1750,20778,2,532494,1,0.85,0.85,No
,36428,2,564760,1,1.63,1.63,No
,37379,2,566757,1,1.63,1.63,No
,27905,2,547386,1,1.63,1.63,No
,27905,2,547386,1,1.63,1.63,No
,28792,2,549295,1,1.63,1.63,No
,29926,2,551718,1,1.63,1.63,No
,24736,2,540995,1,1.63,1.63,No
,37804,2,567673,1,1.63,1.63,No
,26591,2,544812,1,1.63,1.63,No
,38532,2,569202,1,1.63,1.63,No
1764,37789,2,567656,1,1.63,1.63,No
,35383,2,562715,1,1.63,1.63,No
,26147,2,543985,1,1.63,1.63,No
,33028,2,557938,1,1.63,1.63,No
,30489,2,552857,1,1.63,1.63,No
,41480,2,575176,1,1.63,1.63,No
,39316,2,570688,1,1.63,1.63,No
,44347,2,581219,1,1.63,1.63,No
,31720,2,555278,1,1.63,1.63,No
,35220,2,562417,1,1.63,1.63,No
,36425,2,564757,1,1.63,1.63,No
,37797,2,567665,1,1.63,1.63,No
,37797,2,567665,1,1.63,1.63,No
,26390,2,544434,1,1.63,1.63,No
,38016,2,568135,1,1.63,1.63,No
,34679,2,561209,1,1.63,1.63,No
,42239,2,576837,1,1.63,1.63,No
,39412,2,570872,1,1.63,1.63,No
,26794,2,545215,1,1.63,1.63,No
,28616,2,548894,1,1.63,1.63,No
,32287,2,556459,1,1.63,1.63,No
,34021,2,559923,1,1.63,1.63,No
,25099,2,541827,1,1.63,1.63,No
,37799,2,567667,1,1.63,1.63,No
,31958,2,555722,1,1.63,1.63,No
,35087,2,562114,1,1.63,1.63,No
,40280,2,572758,1,1.63,1.63,No
,43902,2,580367,1,1.63,1.63,No
,26326,2,544323,1,1.63,1.63,No
,34953,2,561820,1,1.63,1.63,No
,39411,2,570871,1,1.63,1.63,No
,33182,2,558240,1,1.63,1.63,No
,34279,2,560433,1,1.63,1.63,No
,35223,2,562420,1,1.63,1.63,No
