DateKey,InvoiceDate,order_year,order_quarter,order_month,order_month_name,order_week,order_day,order_day_name,order_hour
11399,6/27/2010 12:54:00,2010,2,6,June,26,27,Sunday,12
11427,6/28/2010 9:55:00,2010,2,6,June,26,28,Monday,9
11529,6/29/2010 12:07:00,2010,2,6,June,26,29,Tuesday,12
11545,6/29/2010 13:14:00,2010,2,6,June,26,29,Tuesday,13
11613,6/30/2010 10:45:00,2010,2,6,June,26,30,Wednesday,10
11715,7/1/2010 11:51:00,2010,3,7,July,26,1,Thursday,11
11742,7/1/2010 13:42:00,2010,3,7,July,26,1,Thursday,13
11759,7/1/2010 14:49:00,2010,3,7,July,26,1,Thursday,14
11795,7/2/2010 10:41:00,2010,3,7,July,26,2,Friday,10
11854,7/4/2010 13:59:00,2010,3,7,July,27,4,Sunday,13
11913,7/5/2010 12:49:00,2010,3,7,July,27,5,Monday,12
11986,7/6/2010 12:19:00,2010,3,7,July,27,6,Tuesday,12
11987,7/6/2010 12:21:00,2010,3,7,July,27,6,Tuesday,12
12014,7/6/2010 16:52:00,2010,3,7,July,27,6,Tuesday,16
12023,7/7/2010 9:41:00,2010,3,7,July,27,7,Wednesday,9
12025,7/7/2010 9:49:00,2010,3,7,July,27,7,Wednesday,9
12042,7/7/2010 11:23:00,2010,3,7,July,27,7,Wednesday,11
12162,7/8/2010 16:08:00,2010,3,7,July,27,8,Thursday,16
12220,7/11/2010 11:35:00,2010,3,7,July,28,11,Sunday,11
12250,7/12/2010 10:37:00,2010,3,7,July,28,12,Monday,10
12289,7/12/2010 15:58:00,2010,3,7,July,28,12,Monday,15
12378,7/14/2010 12:07:00,2010,3,7,July,28,14,Wednesday,12
12395,7/14/2010 12:39:00,2010,3,7,July,28,14,Wednesday,12
12471,7/15/2010 11:19:00,2010,3,7,July,28,15,Thursday,11
12484,7/15/2010 12:09:00,2010,3,7,July,28,15,Thursday,12
12502,7/15/2010 13:33:00,2010,3,7,July,28,15,Thursday,13
12514,7/15/2010 14:47:00,2010,3,7,July,28,15,Thursday,14
12532,7/15/2010 18:07:00,2010,3,7,July,28,15,Thursday,18
12534,7/15/2010 18:47:00,2010,3,7,July,28,15,Thursday,18
12539,7/15/2010 20:16:00,2010,3,7,July,28,15,Thursday,20
12696,7/19/2010 12:07:00,2010,3,7,July,29,19,Monday,12
12709,7/19/2010 13:11:00,2010,3,7,July,29,19,Monday,13
12711,7/19/2010 13:23:00,2010,3,7,July,29,19,Monday,13
12758,7/20/2010 11:06:00,2010,3,7,July,29,20,Tuesday,11
12799,7/20/2010 17:22:00,2010,3,7,July,29,20,Tuesday,17
12810,7/21/2010 10:11:00,2010,3,7,July,29,21,Wednesday,10
12869,7/21/2010 14:48:00,2010,3,7,July,29,21,Wednesday,14
12905,7/22/2010 12:25:00,2010,3,7,July,29,22,Thursday,12
12909,7/22/2010 12:29:00,2010,3,7,July,29,22,Thursday,12
12972,7/23/2010 11:09:00,2010,3,7,July,29,23,Friday,11
13056,7/25/2010 15:25:00,2010,3,7,July,30,25,Sunday,15
13105,7/26/2010 12:34:00,2010,3,7,July,30,26,Monday,12
13139,7/26/2010 16:55:00,2010,3,7,July,30,26,Monday,16
13171,7/27/2010 11:58:00,2010,3,7,July,30,27,Tuesday,11
13175,7/27/2010 12:10:00,2010,3,7,July,30,27,Tuesday,12
13237,7/28/2010 11:40:00,2010,3,7,July,30,28,Wednesday,11
13416,7/30/2010 11:36:00,2010,3,7,July,30,30,Friday,11
13437,7/30/2010 13:25:00,2010,3,7,July,30,30,Friday,13
13490,8/1/2010 15:20:00,2010,3,8,August,31,1,Sunday,15
13621,8/3/2010 14:42:00,2010,3,8,August,31,3,Tuesday,14
13663,8/4/2010 12:45:00,2010,3,8,August,31,4,Wednesday,12
13789,8/6/2010 13:54:00,2010,3,8,August,31,6,Friday,13
13799,8/6/2010 14:51:00,2010,3,8,August,31,6,Friday,14
13828,8/8/2010 12:16:00,2010,3,8,August,32,8,Sunday,12
13831,8/8/2010 12:23:00,2010,3,8,August,32,8,Sunday,12
13879,8/9/2010 12:28:00,2010,3,8,August,32,9,Monday,12
13907,8/9/2010 17:45:00,2010,3,8,August,32,9,Monday,17
13939,8/10/2010 13:01:00,2010,3,8,August,32,10,Tuesday,13
13968,8/10/2010 17:02:00,2010,3,8,August,32,10,Tuesday,17
14009,8/11/2010 15:13:00,2010,3,8,August,32,11,Wednesday,15
14128,8/12/2010 18:49:00,2010,3,8,August,32,12,Thursday,18
14144,8/13/2010 10:10:00,2010,3,8,August,32,13,Friday,10
14157,8/13/2010 11:27:00,2010,3,8,August,32,13,Friday,11
14214,8/15/2010 11:22:00,2010,3,8,August,33,15,Sunday,11
14245,8/15/2010 14:13:00,2010,3,8,August,33,15,Sunday,14
14320,8/17/2010 10:29:00,2010,3,8,August,33,17,Tuesday,10
14349,8/17/2010 13:49:00,2010,3,8,August,33,17,Tuesday,13
14360,8/17/2010 15:08:00,2010,3,8,August,33,17,Tuesday,15
14365,8/17/2010 15:17:00,2010,3,8,August,33,17,Tuesday,15
14386,8/18/2010 11:38:00,2010,3,8,August,33,18,Wednesday,11
14457,8/19/2010 12:35:00,2010,3,8,August,33,19,Thursday,12
14474,8/19/2010 14:34:00,2010,3,8,August,33,19,Thursday,14
14486,8/19/2010 16:18:00,2010,3,8,August,33,19,Thursday,16
14592,8/22/2010 13:10:00,2010,3,8,August,34,22,Sunday,13
14645,8/23/2010 11:22:00,2010,3,8,August,34,23,Monday,11
14730,8/24/2010 14:20:00,2010,3,8,August,34,24,Tuesday,14
14844,8/26/2010 9:38:00,2010,3,8,August,34,26,Thursday,9
14952,8/27/2010 15:12:00,2010,3,8,August,34,27,Friday,15
14990,8/29/2010 15:40:00,2010,3,8,August,35,29,Sunday,15
15117,9/1/2010 13:57:00,2010,3,9,September,35,1,Wednesday,13
15173,9/2/2010 12:26:00,2010,3,9,September,35,2,Thursday,12
15305,9/3/2010 17:24:00,2010,3,9,September,35,3,Friday,17
15313,9/5/2010 11:16:00,2010,3,9,September,36,5,Sunday,11
15381,9/6/2010 14:37:00,2010,3,9,September,36,6,Monday,14
15459,9/8/2010 10:43:00,2010,3,9,September,36,8,Wednesday,10
15470,9/8/2010 12:33:00,2010,3,9,September,36,8,Wednesday,12
15514,9/9/2010 11:39:00,2010,3,9,September,36,9,Thursday,11
15525,9/9/2010 12:29:00,2010,3,9,September,36,9,Thursday,12
15595,9/10/2010 10:09:00,2010,3,9,September,36,10,Friday,10
15677,9/12/2010 15:15:00,2010,3,9,September,37,12,Sunday,15
15709,9/13/2010 10:44:00,2010,3,9,September,37,13,Monday,10
15808,9/14/2010 13:53:00,2010,3,9,September,37,14,Tuesday,13
15836,9/14/2010 17:50:00,2010,3,9,September,37,14,Tuesday,17
15845,9/15/2010 10:43:00,2010,3,9,September,37,15,Wednesday,10
15901,9/15/2010 16:22:00,2010,3,9,September,37,15,Wednesday,16
15988,9/16/2010 16:59:00,2010,3,9,September,37,16,Thursday,16
16014,9/17/2010 10:42:00,2010,3,9,September,37,17,Friday,10
16019,9/17/2010 10:55:00,2010,3,9,September,37,17,Friday,10
16037,9/17/2010 11:54:00,2010,3,9,September,37,17,Friday,11
16159,9/20/2010 12:34:00,2010,3,9,September,38,20,Monday,12
16165,9/20/2010 13:08:00,2010,3,9,September,38,20,Monday,13
16174,9/20/2010 13:57:00,2010,3,9,September,38,20,Monday,13
16200,9/20/2010 15:33:00,2010,3,9,September,38,20,Monday,15
16322,9/21/2010 19:44:00,2010,3,9,September,38,21,Tuesday,19
16363,9/22/2010 10:22:00,2010,3,9,September,38,22,Wednesday,10
16379,9/22/2010 11:55:00,2010,3,9,September,38,22,Wednesday,11
16653,9/26/2010 16:06:00,2010,3,9,September,39,26,Sunday,16
16663,9/27/2010 9:57:00,2010,3,9,September,39,27,Monday,9
16683,9/27/2010 11:57:00,2010,3,9,September,39,27,Monday,11
16736,9/27/2010 16:12:00,2010,3,9,September,39,27,Monday,16
16764,9/28/2010 9:34:00,2010,3,9,September,39,28,Tuesday,9
16864,9/28/2010 16:46:00,2010,3,9,September,39,28,Tuesday,16
17079,9/30/2010 15:55:00,2010,3,9,September,39,30,Thursday,15
17100,9/30/2010 18:29:00,2010,3,9,September,39,30,Thursday,18
17101,9/30/2010 18:32:00,2010,3,9,September,39,30,Thursday,18
17171,10/1/2010 14:57:00,2010,4,10,October,39,1,Friday,14
17186,10/1/2010 15:52:00,2010,4,10,October,39,1,Friday,15
17208,10/3/2010 11:17:00,2010,4,10,October,40,3,Sunday,11
17240,10/3/2010 13:45:00,2010,4,10,October,40,3,Sunday,13
17311,10/4/2010 12:44:00,2010,4,10,October,40,4,Monday,12
17377,10/5/2010 10:14:00,2010,4,10,October,40,5,Tuesday,10
17444,10/5/2010 14:29:00,2010,4,10,October,40,5,Tuesday,14
17451,10/5/2010 14:52:00,2010,4,10,October,40,5,Tuesday,14
17457,10/5/2010 15:17:00,2010,4,10,October,40,5,Tuesday,15
17532,10/6/2010 10:50:00,2010,4,10,October,40,6,Wednesday,10
17621,10/7/2010 11:52:00,2010,4,10,October,40,7,Thursday,11
17681,10/7/2010 16:08:00,2010,4,10,October,40,7,Thursday,16
17691,10/7/2010 16:33:00,2010,4,10,October,40,7,Thursday,16
17768,10/8/2010 13:14:00,2010,4,10,October,40,8,Friday,13
17884,10/11/2010 8:30:00,2010,4,10,October,41,11,Monday,8
17929,10/11/2010 13:34:00,2010,4,10,October,41,11,Monday,13
17932,10/11/2010 13:38:00,2010,4,10,October,41,11,Monday,13
17979,10/11/2010 17:08:00,2010,4,10,October,41,11,Monday,17
17997,10/12/2010 9:53:00,2010,4,10,October,41,12,Tuesday,9
18083,10/12/2010 16:08:00,2010,4,10,October,41,12,Tuesday,16
18142,10/13/2010 11:39:00,2010,4,10,October,41,13,Wednesday,11
18147,10/13/2010 11:52:00,2010,4,10,October,41,13,Wednesday,11
18160,10/13/2010 12:36:00,2010,4,10,October,41,13,Wednesday,12
18164,10/13/2010 12:50:00,2010,4,10,October,41,13,Wednesday,12
18217,10/14/2010 9:35:00,2010,4,10,October,41,14,Thursday,9
18239,10/14/2010 11:57:00,2010,4,10,October,41,14,Thursday,11
18331,10/15/2010 10:39:00,2010,4,10,October,41,15,Friday,10
18411,10/15/2010 15:27:00,2010,4,10,October,41,15,Friday,15
18425,10/15/2010 16:20:00,2010,4,10,October,41,15,Friday,16
18460,10/17/2010 13:16:00,2010,4,10,October,42,17,Sunday,13
18472,10/17/2010 14:30:00,2010,4,10,October,42,17,Sunday,14
18495,10/17/2010 16:24:00,2010,4,10,October,42,17,Sunday,16
18558,10/18/2010 12:24:00,2010,4,10,October,42,18,Monday,12
18596,10/18/2010 14:20:00,2010,4,10,October,42,18,Monday,14
18601,10/18/2010 14:48:00,2010,4,10,October,42,18,Monday,14
18701,10/19/2010 15:17:00,2010,4,10,October,42,19,Tuesday,15
18761,10/20/2010 13:11:00,2010,4,10,October,42,20,Wednesday,13
18780,10/20/2010 14:10:00,2010,4,10,October,42,20,Wednesday,14
18940,10/22/2010 9:22:00,2010,4,10,October,42,22,Friday,9
